UDI|3151321
UDL|3152579
UDM|3152736
UDN|3152746
UDR|3152825
UDT|3152964
UDU|3152995
UDW|3156025
UDX|3156144
UFA|3156337
UFI|3160595
UFL|3164128
UFN|3164499
UFR|3164510
UFS|3164918
UFT|3165262
UFU|3165410
UFX|3166015
UFY|3166035
UGA|3166054
UGF|3166630
UGI|3166650
UGL|3166669
UGM|3166689
UGN|3166699
UGR|3166984
UGS|3167085
UGT|3167125
UGU|3167135
UGW|3167257
UGY|3167287
UHA|3167376
UHB|3173830
UHD|3173930
UHF|3174142
UHI|3174326
UHK|3176336
UHL|3176386
UHM|3177003
UHN|3177061
UHR|3177071
UHS|3178024
UHT|3178752
UHU|3179305
UHY|3189098
UHZ|3189445
UKA|3189612
UKB|3195888
UKD|3196025
UKF|3196083
UKH|3196111
UKI|3196152
UKL|3197210
UKM|3197220
UKN|3197595
UKR|3197663
UKS|3197957
UKT|3198142
UKU|3198341
UKW|3203558
UKX|3203578
UKY|3203606
UKZ|3203625
ULA|3203635
ULB|3220137
ULD|3220718
ULF|3220778
ULG|3221470
ULH|3221888
ULI|3224148
ULK|3231277
ULM|3233814
ULN|3236843
ULS|3237156
ULT|3237249
ULU|3237830
ULW|3245010
ULX|3245179
ULY|3249837
ULZ|3250302
UMA|3250789
UMB|3262932
UMD|3268384
UMF|3268678
UMG|3273611
UMH|3273841
UMI|3275188
UMK|3286424
UML|3288819
UMN|3292119
UMR|3292649
UMS|3293633
UMT|3295955
UMU|3298263
UMW|3308107
UMX|3314723
UMY|3323801
UMZ|3326281
UNA|3327448
UND|3346032
UNF|3346203
UNG|3348339
UNH|3348549
UNI|3349442
UNK|3352155
UNS|3353369
UNT|3354255
UNU|3357260
UNW|3359631
UNX|3359640
UNY|3362830
UNZ|3364024
URA|3365387
URB|3371186
URD|3371491
URF|3371582
URH|3371707
URI|3371954
URK|3374970
URL|3375293
URM|3375323
URN|3375343
URS|3375477
URT|3376270
URU|3376341
URW|3381122
URX|3381141
URZ|3381972
USA|3382366
USB|3389809
USD|3390029
USF|3390099
USH|3390221
USI|3390347
USK|3392353
USL|3392553
USM|3393188
USN|3393365
USR|3393731
UST|3395313
USU|3396339
USW|3399279
USX|3399349
USZ|3399586
UTA|3399627
UTB|3402661
UTF|3402697
UTH|3402845
UTI|3402855
UTL|3404197
UTM|3404423
UTR|3404472
UTU|3404582
UTW|3405798
UTX|3405808
UWA|3405888
UWI|3422464
UWU|3422650
UXA|3422997
UXB|3436036
UXD|3436125
UXF|3436205
UXH|3436326
UXI|3436394
UXK|3442708
UXL|3442717
UXM|3442906
UXR|3446648
UXS|3446973
UXT|3447062
UXU|3447783
UXW|3448824
UXY|3448844
UXZ|3448909
UYA|3449243
UYI|3452995
UYU|3453130
UZA|3454488
UZB|3457083
UZD|3457142
UZH|3457162
UZI|3457338
UZK|3458198
UZL|3458286
UZM|3458551
UZN|3458605
UZR|3458646
UZT|3459195
UZU|3459234
UZX|3461354
UZZ|3461467
WAB|3461732
WAD|3464316
WAF|3465625
WAG|3467139
WAH|3467434
WAK|3473888
WAL|3481667
WAM|3505804
WAN|3516420
WAR|3519757
WAS|3523121
WAT|3527360
WAW|3533396
WAX|3535235
WAY|3553056
WAZ|3564839
WBA|3569765
WBI|3570075
WBR|3570419
WBS|3570429
WBU|3570439
WBX|3570478
WDA|3570488
WDH|3570652
WDI|3570700
WDU|3570778
WDW|3570985
WFA|3571023
WFI|3571882
WFU|3572293
WGN|3572676
WGS|3572686
WGW|3572696
WHA|3572716
WHD|3573309
WHF|3573329
WHI|3573339
WHL|3573546
WHR|3573566
WHS|3573683
WHT|3573702
WHU|3573711
WHY|3574320
WIB|3574340
WID|3574369
WIF|3574418
WIH|3574505
WIK|3574561
WIL|3574600
WIM|3575055
WIN|3575125
WIR|3575205
WIS|3575368
WIT|3575426
WIW|3575471
WIX|3575531
